district,rainfall_mm_24h,rainfall_mm_7d,slope_deg,elevation_m,soil_moisture,historical_landslide_density,distance_to_road_km,ndvi_vegetation_index,landslide_occurred
West Garo Hills,21.870980470212533,249.3800147247125,30.79023244802852,778.7869622019962,0.4554996890888126,0.09605654558207243,0.19150822248004215,0.6968980416108986,0
Darjeeling-adjacent-NER,40.49666560577724,274.93258057459866,36.044409696385465,822.2316308525253,0.91107003551845,0.4347088622203262,1.9395965000259978,0.6359995828049135,0
Dima Hasao,54.2441298127425,57.41577672935681,42.85067712327891,1506.8175234994637,0.2232967603023258,0.3618732790943632,5.045337657829629,0.2980395277627624,0
Churachandpur,39.54122098675767,280.61632474113975,36.00504648109907,50.0,0.07401788619806342,0.3166331004394744,1.4355273320915962,0.6530787329125678,0
Aizawl,25.812426843115976,92.8459106648417,20.570131766669178,1526.3779082187157,0.452894305520155,0.06697512340602928,3.0448244364314707,0.428775208964212,0
Gangtok,114.13714305536429,292.49825648910803,53.8226507957184,1672.861285926183,0.5444844585050316,0.18015422638817777,5.851701022522593,0.36386503384594193,0
Churachandpur,73.71192354939046,234.1408709122373,33.89313157751389,1049.8887649685498,0.3544534355252587,0.5697988092728636,1.9098309334695145,0.8643309242349432,0
Upper Subansiri,37.5963314655395,219.42316390376453,43.38876166532773,720.5944289260808,0.1637702438664082,0.5143452154361304,0.23062926183826102,0.33681958536766243,0
West Garo Hills,30.166152656496465,133.09038403318021,13.146501781693889,1906.8955215342476,0.3788927224797821,0.07221269310475778,0.13944029049202342,0.24920758751546035,0
Upper Subansiri,52.710316758750665,128.71368492254132,31.726848724693316,369.8600372787456,0.4078683285547165,0.22265002394879035,3.9950609336236838,0.33548915469384755,0
Churachandpur,52.32969348003663,681.7787417676676,38.81423240070243,1887.4254388647528,0.578294236159454,0.2338703303680338,0.08312458560885627,0.5547681445118138,0
Darjeeling-adjacent-NER,45.11211080908015,123.21260944939961,34.82957766627124,1745.1515172745067,0.47063360769465673,0.284183936489555,17.071163039187134,0.5488900084001865,0
Gangtok,25.63275475650873,77.14203373285898,32.22487938908269,1536.4128018383062,0.40414329212428957,0.24733350133920926,0.3410070277462313,0.6518129140383147,0
Gangtok,3.5705518992709027,140.12936405398173,36.595244935397574,2290.095360731407,0.5507899112214043,0.2786337542154057,3.730670279066061,0.723643201574144,0
East Khasi Hills,52.292398140413376,97.90696130684215,12.571975347507836,1210.1591036563084,0.700026468629851,0.6709677859171947,5.057022033232474,0.20005506251093175,0
Gangtok,20.792972850358847,180.1080837611951,41.39366893045764,1572.602488761936,0.4591095330365821,0.19736960874476467,0.9147526199577005,0.5509688624076395,0
Aizawl,111.64894229096458,106.06423273046292,42.043292170155546,1171.158168626415,0.845665631094546,0.3212073896124483,1.9501593405082502,0.34829713887666086,1
Gangtok,15.305806164374827,71.45095380823489,32.745292190211686,1007.2759008859216,0.47147204219520017,0.37334112561995747,7.611017979156848,0.5953940913017156,0
Churachandpur,31.311858307265943,241.9184932211576,42.782970829714806,1517.202728351308,0.5753153291537358,1.141034232166088,7.76135250598205,0.43938721517448004,0
East Khasi Hills,109.33649951178013,183.4922657457666,25.151269124923875,1017.9994109239497,0.2622552383351119,0.42537866979744576,6.652150947166071,0.6441639340531937,0
Churachandpur,31.148884932273795,97.33093606807054,7.3637189645100705,1237.539101276612,0.686370400252481,0.05601907071468157,0.8036373136340718,0.5859884950411767,0
Churachandpur,20.952890832365235,361.95774279944436,52.41407795818898,1240.7953426837705,0.46986545320847545,0.34934773230661254,0.153474256260364,0.7071025632237474,0
Kohima,86.13818329295708,146.07562609497543,42.480244988114805,957.0998029552495,0.6855930008079553,0.4337878238104108,0.27116337856045064,0.6778360952982209,1
East Khasi Hills,103.33207057273658,544.8611537955939,40.576825195769246,1640.78275937019,0.6151241939845931,0.003818830832139987,0.3825185753732727,0.4128645446716764,1
Churachandpur,6.760569426512249,77.45782747888934,52.03859598692363,137.2370314877562,0.49893292484889556,0.03131692028210534,2.784402335866996,0.5884394813746113,0
Kohima,80.09217209779025,228.1926890314622,49.204006082538974,782.9239956126576,0.16269886383549584,0.007672351047946147,4.0542483680927015,0.09183290128401464,0
Kohima,76.06455563552619,113.17912962716963,48.931322002290244,615.8145644974101,0.22812870597011764,0.019782392438163366,0.1290905409409398,0.4424252884316564,0
East Khasi Hills,36.54215779430583,205.41730591685737,32.076137264210175,1384.3050166253497,0.07054747778355544,0.037577069660293755,5.5274156928075335,0.5800691916050786,0
Upper Subansiri,15.59701454770564,263.955189361431,22.70734077581795,1057.3734058066746,0.6423963397849217,1.2662808931352423,3.4389172880706202,0.5380085206120245,1
Darjeeling-adjacent-NER,114.45747326885278,283.3401888952891,45.12183854849841,348.7097119452842,0.5829839849944585,0.09263206029681262,1.8890770099224927,0.4659570512178114,0
Aizawl,3.56491356435276,189.94485934841495,45.4064650598482,1482.0460048469806,0.7538575380988874,0.09154280321497892,11.503024914957663,0.6944981039634219,0
Darjeeling-adjacent-NER,20.549624812039262,313.48886059808683,11.806199029754117,1336.489905117948,0.29578916109093734,0.7791393547198399,0.7703451797743833,0.6756667657763415,0
Gangtok,70.12917826721353,264.3673420721992,11.9343032727721,1221.8819085194655,0.8289086626484766,0.5589527154820892,0.6147763941392042,0.6213910315990593,0
Aizawl,6.718968475839228,438.8426648322265,32.28017533042738,1668.3919582186697,0.29214678757864465,0.4505768295101894,1.019179560182333,0.44405948390627836,0
Gangtok,32.88414735098487,544.7780442568094,25.685979187044502,1513.2030311417238,0.4234367576810959,0.2190894544100123,1.8691178726430042,0.5340462612654884,1
Churachandpur,36.81679489114187,114.10742984790016,10.043690550822298,1060.1683871232808,0.5064876550826796,0.012669337753706135,1.2228121235587281,0.41104345946183973,0
West Garo Hills,99.76262763843384,233.37742932334854,32.30447111455756,1449.7339807017045,0.30286273169532346,0.7007228275216811,4.422566058569731,0.5366904959394302,1
East Khasi Hills,70.3722534135487,38.13005334240177,35.44961011590205,2021.7300169631383,0.6554703087933735,0.7887266694429255,5.622384058553043,0.7416785445882922,0
Aizawl,73.95749198754518,127.16383423707188,33.844213132484114,1107.9673195262817,0.056394952790583895,0.26295225678958817,8.503069062998769,0.7345336545731433,0
Aizawl,7.3594475409255535,126.31930327169654,36.42300115760369,1947.8765152528017,0.41209119399521477,0.4141244174330746,4.262823666972249,0.41930654919790517,0
Churachandpur,33.84301685462593,218.74328249420756,47.17070103829424,2337.125476128626,0.7028883839711875,0.2597702685339635,2.3419508824654844,0.4299091885518319,0
Upper Subansiri,57.76401033208505,391.6559734259447,21.43445988188569,1398.014257255394,0.8294261120364992,0.14048100777950576,2.3773037786322497,0.9050991402671297,1
Kohima,88.80424590075225,249.22908931763965,44.37725391385706,596.7244807443326,0.36460756482295376,0.31086852865970405,0.515997056093294,0.2901209156802614,1
Churachandpur,11.411669372825887,74.75332801317722,43.79489647503727,1021.617266515169,0.33061155726314195,0.4666693173560759,0.7636385818764078,0.6983576534642725,0
West Kameng,32.098928549141284,186.3336967431499,36.738859878366256,1297.6956486869437,0.6115524033244628,0.06715757235222937,14.748993794436194,0.3791937295418142,0
Kohima,137.75787277312406,292.79816696125874,33.788300873407685,1212.0931357282632,0.17192919871443477,0.30261842879754575,0.7571530507364944,0.4588153159442911,0
East Khasi Hills,22.414487600475603,178.9074696016762,16.26234028059324,1277.3217975183081,0.5860007522002385,0.5983717609748908,1.5724915473386942,0.6471099779699284,0
Kohima,63.84206571959765,179.18804822954817,28.367055775702056,1928.9913091357998,0.6133926352899313,0.25819318352652765,1.2165932841248395,0.7879800626525234,0
Upper Subansiri,77.74248665175747,110.4814004291235,55.365441764532136,689.9471188046168,0.34867844294352085,0.06826525274845056,2.9139520095167737,0.49315041040418794,0
Kohima,64.29272535691297,55.49121719814682,12.65606481319532,1420.869462704866,0.5037025338198273,0.815243147538149,1.021788478779216,0.9042335496500927,0
East Khasi Hills,85.14885780049518,327.8509365492476,24.528317113915097,1752.7652501230218,0.8375527768710629,0.44817000909184074,2.871739150184905,0.7768157911298273,0
Upper Subansiri,6.783499899634762,20.533208842933032,37.430050622087194,1049.5346480586513,0.25998682077890445,0.40044310096090563,8.097821533785476,0.6660800675668606,0
Darjeeling-adjacent-NER,65.85606474103962,150.36783187375295,32.48778459334782,584.4199265652118,0.45056527986489076,0.4218434792702341,0.7271734453289763,0.2462642624115955,0
Aizawl,35.806505568000055,170.68515948952785,36.87504000873855,1076.789777068027,0.5870579241281433,0.11244695727272964,1.1577770033805361,0.8284303289407252,0
Aizawl,40.48768215051998,306.74537068066184,40.351877986374284,575.1244996241419,0.7684228055191823,0.2711565166414183,1.0470413501770173,0.8855962354003714,1
Gangtok,49.88758544523673,463.78844131615585,25.788525696868813,776.0761745842187,0.375037362117736,0.15780261275893648,0.8929636712542532,0.8599823120097038,0
Darjeeling-adjacent-NER,59.32765060706247,318.1631499780765,31.481156777767858,1548.8394673425178,0.7737722591862408,0.7171700393042841,0.7877526278311288,0.6323367116850094,1
Darjeeling-adjacent-NER,35.40530042502497,266.94217834404344,34.28022018336907,1358.6196105563663,0.7858388043558501,0.35543501853698484,2.4859190882106192,0.8531395809289416,0
Kohima,41.822208640299976,117.07763099701833,5.153460452954678,1627.2136532141267,0.32263025027638104,0.5053388442248501,1.9857906954164721,0.7150097448500671,0
Aizawl,7.853666541502186,109.49760888929085,45.338723409964075,1490.2918993718679,0.1583193928095417,0.431878613356812,1.7765811882597191,0.48817551868184245,0
East Khasi Hills,9.889404630991352,131.43971641055066,47.38007741424941,1076.3916339414748,0.38310852836405646,0.26444272859870993,4.030949092413966,0.7031803720874458,0
Dima Hasao,77.21703576988375,212.58735793407087,48.024246839750425,594.0168117445678,0.7003010167262138,0.6536055243684743,0.3961128599576129,0.5108070946756593,1
Dima Hasao,91.97357029054523,338.23338009568147,21.193475365698305,1394.2059488027421,0.08760714920985617,0.38218606756067,0.4649967988264159,0.8067554319951658,0
Upper Subansiri,85.81280371025295,232.5237085029382,17.570167830704918,879.3386679980767,0.199204494469233,0.10287949201839422,1.7990413856179812,0.47171696674388724,1
Aizawl,48.42155188516198,410.5229813174167,17.9447878545,1116.4117427071706,0.3095008244450335,0.13741770113226556,1.091333754424432,0.4335813159327362,0
Aizawl,112.3055650922036,220.57325440486386,18.204187994522297,771.0591130300206,0.20183539123326563,0.7017101801822996,0.4772624319058626,0.21237338401446962,0
Dima Hasao,102.2565457066857,131.46891902887512,41.25489443412983,1742.350931915727,0.29743503580983943,1.1336587578042616,2.933064779586565,0.7189690587074101,0
Aizawl,90.3988656976209,79.52686073341712,25.42159928289425,50.0,0.5152026448904135,0.3176324584758998,1.7133197526008728,0.8084773206323471,0
Kohima,41.07266620555088,190.1100166679286,13.22268785404514,1509.1150656120521,0.32007906405388376,0.19480500820832775,0.5648631580429421,0.4170245976684464,0
West Kameng,66.56106972435735,119.84186636371442,40.058771193020604,1289.477448216828,0.14978586471985555,0.39234437288462104,0.7676899329619866,0.5370779790776501,0
West Garo Hills,41.8552273036407,235.13446882658576,53.83088069729426,1732.1159560489257,0.8634127317851331,0.264277161998601,3.2098197463277724,0.6429938144759645,0
Darjeeling-adjacent-NER,48.53408499871448,252.77046937787875,58.53811343745978,466.46025505142075,0.5749022812740888,0.7372918271586834,0.9917833750892556,0.8900093231358075,1
Gangtok,66.4683264048925,56.152487609941566,17.027534726302104,1172.3706477837725,0.6406164582108785,0.7158916834421573,0.572019188684894,0.5708027876305819,0
Upper Subansiri,118.11902595787633,391.14762123015896,33.81773346538431,943.3060224095493,0.2323913781313997,0.2436353790627994,8.424323758065045,0.9046619325602626,0
West Kameng,54.20531731163785,89.2049626887928,18.71974735731324,1105.0897454387605,0.48723222916443076,0.6530462196792911,0.23041072410481092,0.6645379905881974,0
Dima Hasao,11.922719988839338,147.15074124371054,50.06062110320202,1210.5739881747286,0.7623124636461025,0.0857510037253902,0.39723738915770523,0.6251516083860976,0
Darjeeling-adjacent-NER,163.53819010233335,163.82788656316674,48.782350469222585,912.2621041532352,0.5349988893399993,0.18730703655808226,3.1582328364053285,0.7382287319498774,0
Aizawl,36.14796457001128,101.7548897980397,30.263263913901902,1135.082740879364,0.2901327910075827,0.03317954789314333,1.3865575530064098,0.27462917562135686,0
Gangtok,12.67825893586824,71.99524177126695,17.65899818777094,1943.40883577129,0.1296698233705172,0.6596755425191339,3.4952221449107794,0.45633766587131785,0
Aizawl,50.02073982263845,201.9098880757649,37.195108781255186,2068.3293926163196,0.8110133241442802,1.4794609388312858,2.011750773513304,0.5736398745676895,1
East Khasi Hills,69.38750215064282,398.1126017133344,40.52330212839216,1343.235284974332,0.44520907581777747,0.34393043642109555,0.10261622910745354,0.5546114548463278,0
East Khasi Hills,92.76216779153145,165.41608372693253,30.742449986374815,2079.9051067086125,0.28303508173283526,0.5818229336217967,2.881203320780324,0.6534537082427148,0
Gangtok,52.110043643685934,74.80439678576252,40.42834107856391,333.7077630891089,0.41492277926382926,0.20539439635263063,4.096695233089558,0.29293307459846635,0
Gangtok,29.54565038742485,102.77754518562259,47.57905458171653,1682.8639971518924,0.2828560249913227,0.3298065359805999,2.011173974581795,0.8097176429391144,0
Dima Hasao,50.231281586540824,166.96745324192545,19.50122619106083,1327.4471356114145,0.6733087641191766,0.17068921355818606,0.9188316649740567,0.31934056561245283,0
Gangtok,48.69833703867445,162.75464578540763,52.32244327827273,977.3647215287242,0.4343269903300436,0.47740754558442317,0.03910892689635639,0.7288321653019303,0
Kohima,70.33495490795055,166.06768085218272,10.724537037054155,1567.843574402675,0.4817590970520985,0.11307511956962786,5.929367016383304,0.2969476774162198,0
Aizawl,43.02782001121025,119.515516822347,45.014791151455924,1293.8745613471433,0.7569714954597329,0.06653625434163016,3.0687837547121206,0.5701896392019761,0
West Kameng,191.16174300055079,285.21302587173676,39.102035793838326,840.4010372162668,0.6868888126034066,0.9153115628415798,0.11457817612148605,0.9124378467480834,1
Churachandpur,94.34759012858271,639.9930416442924,21.508507510916516,1619.701053406014,0.5324818543550175,0.7988690107040471,4.5907179294446605,0.7277876237505739,1
Gangtok,27.43890205821308,208.63495325665912,20.154530436153774,1172.930594228005,0.2051843053964687,0.7206271640812609,0.13630190436122452,0.5573961731580189,0
Upper Subansiri,25.072962781508945,205.82341747527136,50.795638400420344,771.3753313741198,0.3568061710250106,0.6893621345073638,3.1074435321550014,0.3603791191101114,0
East Khasi Hills,24.314292918221582,229.590529123949,25.159615107257885,1686.3096049935866,0.33790084256530256,0.5230006342677866,2.9609744212786806,0.16933526657027073,0
Kohima,63.42186027032509,290.1357157921263,11.65779436171282,177.42062988004045,0.4915714033994156,0.8310085157806468,6.196758163687848,0.737229664926304,1
Darjeeling-adjacent-NER,46.94767724655862,24.97183400351012,45.41125422759587,2185.8586660030664,0.21860875684498815,0.09439746592807852,0.45209572440154877,0.6247812926400708,0
Churachandpur,20.40672112369971,183.86567988686994,35.06148124083635,1743.9901949836785,0.40862277735432234,0.8173293547945335,2.0941104770294876,0.8332796820909939,0
West Kameng,5.214194433621279,24.381131950962377,12.661802366359282,65.43888428101036,0.26898886178497766,0.9993993288163829,1.9670180723511455,0.18333555675556848,0
Churachandpur,32.03746476714162,351.4424176491389,53.027470404456366,1928.309248850555,0.7254794590197721,0.5035177583079823,0.08901410635668107,0.12638794050262095,1
Gangtok,66.64335723809029,89.35135807474597,15.183091735411733,1250.999348427249,0.2875890372172029,0.36586825091030883,2.5424040426784855,0.651118611828054,0
Dima Hasao,13.794388733227844,74.97332466395427,41.75138067385166,50.0,0.9563760502323468,0.10771180770766836,0.7326725474428013,0.671967460589213,0
East Khasi Hills,32.67787235281405,405.3351942726088,20.92531255179208,83.06906281029933,0.8433653244597697,0.804446174397043,1.0105081376252238,0.7862851204345571,1
East Khasi Hills,95.41812876810806,334.15267205268105,30.380887757581718,1543.4856006556495,0.5580775411167382,0.34399006600776527,0.6905497778142413,0.2929615071652086,1
Darjeeling-adjacent-NER,1.7087399748270944,112.29913232148304,29.50353194547136,544.4877869429639,0.18965254480695815,0.37733046223006783,0.1438693849513254,0.25738842000923257,0
Dima Hasao,29.749527739121422,111.63282395272492,33.421703617602745,675.0193536766784,0.7927639961389988,0.37313202775580956,0.45568829531261396,0.8943948969502892,0
Aizawl,27.915222325256007,120.55802449751427,13.128679886336835,1263.1559888363033,0.326349193866012,0.8062997849103182,0.5808014920722867,0.2943277437727665,0
West Garo Hills,10.651271799865299,126.84175428922727,52.384947419610995,1503.4758188513588,0.5965889093906862,0.05892565327460062,2.15288263432243,0.5331299130221757,0
Kohima,12.218455969464891,367.60866887261636,30.81039540066698,1327.6076963921664,0.5277265336202854,0.025462426002566776,0.36243806596225603,0.6587013706740341,0
East Khasi Hills,75.61292396086311,86.79459487422946,46.845222589862026,656.1273917031339,0.19837586503362517,0.1014327302983149,6.336730967895971,0.7452703437112698,0
Upper Subansiri,111.28506806608426,181.95969699075602,36.28286313974601,750.0406291921645,0.5103257008402984,0.270720409548314,0.6592192213753199,0.775876162010981,0
East Khasi Hills,22.791485913764596,435.9729234886062,50.587664637458154,563.6223901434885,0.6646882607533355,0.25351069105743157,2.637048345726199,0.7612457238261415,1
Churachandpur,83.40159706353217,139.46258330727295,49.5352117886374,1338.2421235703396,0.29300766822422497,0.28700135652083014,0.42869569508338506,0.37314250745681926,1
East Khasi Hills,45.53880916439612,555.5857850373086,45.938202339662034,1307.9157907010094,0.3367008322128771,0.048566713830037175,3.9634820343232526,0.6372927298265606,0
East Khasi Hills,38.48998798236973,95.94303397566594,38.32599965612881,1438.9992845674362,0.7767962737245342,0.6298067294198129,0.18549650328600034,0.2447517373185164,0
West Garo Hills,114.11326846102222,55.48163494892672,7.05743756512972,1310.4017842655833,0.11989930714920415,0.1438855046722222,3.344649394993241,0.7067066532349013,0
